,idx,Q_num,word,corrected
157,74,81_Q21,whilest,whilst
158,74,126_Q21,why?,why
159,74,201_Q21,inditaction,invitation
160,77,20_Q21,wryly,dryly
161,78,125_Q21,veet,meet
162,79,93_Q21,cigarrette,cigarette
163,80,26_Q21,//,i
164,80,33_Q21,memory.,memory
165,80,74_Q21,didnt,didn't
166,80,157_Q21,arnt,art
167,80,212_Q21,alot,lot
